NOP: 45
NINT: 14
0 164 2
164 190 3
190 221 4
221 273 5
273 415 6
415 586 7
586 847 8
847 951 7
951 1099 6
1099 1282 5
1282 1322 4
1322 1523 3
1523 1725 2
1725 300000 1
1 58 58
2 46 46
3 86 86
4 51 85
5 50 60
6 48 111
7 66 156
8 18 51
9 19 79
10 4 133
11 10 64
12 86 105
13 4 71
14 40 165
15 12 178
16 77 282
17 50 307
18 100 207
19 62 328
20 97 256
21 20 308
22 99 132
23 67 222
24 31 405
25 44 542
26 75 389
27 85 91
28 95 370
29 45 625
30 17 570
31 43 216
32 17 697
33 95 408
34 14 567
35 51 739
36 4 75
37 89 245
38 19 798
39 26 836
40 11 784
41 6 384
42 13 344
43 18 241
44 85 636
45 48 996
