NOP: 45
NINT: 13
0 83 2
83 253 3
253 371 4
371 567 5
567 848 6
848 950 7
950 1010 8
1010 1046 7
1046 1195 6
1195 1324 5
1324 1363 4
1363 1391 3
1391 300000 2
1 78 78
2 5 23
3 34 36
4 39 50
5 99 99
6 64 72
7 66 88
8 3 7
9 33 58
10 14 197
11 87 132
12 71 258
13 66 271
14 98 320
15 11 47
16 91 284
17 38 405
18 37 230
19 3 385
20 99 414
21 42 516
22 27 209
23 88 102
24 6 563
25 69 72
26 34 341
27 26 520
28 3 36
29 31 534
30 86 171
31 93 479
32 51 151
33 12 25
34 94 276
35 35 35
36 51 77
37 66 625
38 47 544
39 62 100
40 67 726
41 98 871
42 37 332
43 17 216
44 75 708
45 31 687
