NOP: 60
NINT: 17
0 268 2
268 471 3
471 603 4
603 679 5
679 685 6
685 696 7
696 857 8
857 1071 9
1071 1241 10
1241 1295 9
1295 1580 8
1580 1591 7
1591 1868 6
1868 2064 5
2064 2224 4
2224 2281 3
2281 300000 2
1 12 12
2 69 69
3 43 44
4 83 83
5 63 92
6 35 112
7 49 126
8 53 137
9 15 143
10 31 120
11 9 197
12 25 214
13 87 158
14 6 53
15 40 215
16 67 98
17 89 117
18 40 351
19 76 132
20 66 365
21 31 204
22 83 493
23 90 143
24 94 469
25 79 241
26 49 145
27 53 85
28 63 418
29 19 519
30 39 505
31 95 624
32 38 405
33 62 751
34 11 495
35 9 363
36 48 778
37 87 223
38 91 291
39 32 985
40 38 458
41 10 133
42 9 566
43 4 289
44 67 987
45 79 309
46 100 530
47 88 519
48 41 393
49 27 578
50 61 938
51 18 43
52 34 1071
53 78 525
54 33 49
55 12 232
56 1 1048
57 47 1291
58 10 435
59 29 1215
60 55 1316
