NOP: 60
NINT: 17
0 37 2
37 102 3
102 207 4
207 298 5
298 533 6
533 647 7
647 802 8
802 1007 9
1007 1058 10
1058 1098 9
1098 1308 8
1308 1554 7
1554 1558 6
1558 1840 5
1840 1871 4
1871 1977 3
1977 300000 2
1 15 15
2 47 48
3 55 56
4 45 50
5 33 61
6 98 99
7 75 91
8 97 170
9 4 174
10 22 193
11 10 241
12 28 29
13 85 168
14 48 250
15 77 98
16 51 353
17 5 117
18 24 275
19 29 147
20 30 274
21 58 175
22 1 327
23 86 187
24 88 494
25 65 156
26 34 397
27 21 197
28 69 497
29 59 578
30 41 484
31 8 502
32 48 119
33 26 654
34 50 582
35 67 746
36 16 143
37 29 219
38 13 705
39 62 87
40 41 398
41 94 582
42 80 804
43 2 137
44 55 778
45 95 705
46 64 341
47 51 458
48 67 570
49 58 940
50 98 932
51 76 886
52 69 879
53 90 1122
54 66 1267
55 48 797
56 44 620
57 71 1206
58 67 810
59 7 1231
60 48 544
