NOP: 45
NINT: 15
0 165 1
165 352 2
352 429 3
429 559 4
559 651 5
651 785 6
785 1063 7
1063 1177 8
1177 1373 7
1373 1567 6
1567 1812 5
1812 1848 4
1848 2038 3
2038 2125 2
2125 300000 1
1 87 87
2 57 58
3 51 57
4 91 93
5 55 130
6 82 107
7 23 207
8 84 208
9 52 173
10 60 260
11 62 198
12 28 304
13 92 186
14 68 198
15 91 122
16 10 301
17 66 465
18 91 217
19 100 555
20 67 308
21 99 522
22 38 447
23 63 627
24 40 554
25 65 278
26 38 373
27 42 297
28 96 784
29 21 764
30 26 102
31 45 184
32 53 345
33 28 824
34 22 209
35 59 186
36 91 607
37 47 848
38 79 912
39 66 545
40 53 598
41 20 1068
42 43 1090
43 13 876
44 66 1190
45 43 114
