NOP: 45
NINT: 14
0 180 1
180 294 2
294 404 3
404 491 4
491 506 5
506 719 6
719 871 7
871 998 8
998 1016 7
1016 1265 6
1265 1308 5
1308 1318 4
1318 1576 3
1576 300000 2
1 77 78
2 93 94
3 86 86
4 2 60
5 76 76
6 6 158
7 10 169
8 20 115
9 33 48
10 67 153
11 34 139
12 15 49
13 91 97
14 38 138
15 46 150
16 57 231
17 98 293
18 33 347
19 19 399
20 30 60
21 91 115
22 53 287
23 25 109
24 88 260
25 7 341
26 90 227
27 2 441
28 8 71
29 69 566
30 29 238
31 24 517
32 36 173
33 74 486
34 12 613
35 70 199
36 69 357
37 77 420
38 63 307
39 100 199
40 22 784
41 30 40
42 49 779
43 15 385
44 47 218
45 72 915
