NOP: 60
NINT: 18
0 129 2
129 177 3
177 198 4
198 266 5
266 558 6
558 765 7
765 982 8
982 1269 9
1269 1333 10
1333 1560 9
1560 1831 8
1831 2103 7
2103 2184 6
2184 2187 5
2187 2415 4
2415 2554 3
2554 2833 2
2833 300000 1
1 97 97
2 88 88
3 47 64
4 90 111
5 11 60
6 19 141
7 50 80
8 56 114
9 92 99
10 8 167
11 84 135
12 36 256
13 65 260
14 82 339
15 26 28
16 5 201
17 39 188
18 1 16
19 49 219
20 2 408
21 78 317
22 12 42
23 76 286
24 77 504
25 43 47
26 29 533
27 92 534
28 13 371
29 21 492
30 100 648
31 51 633
32 39 322
33 33 598
34 21 395
35 99 406
36 31 590
37 90 298
38 62 868
39 96 593
40 51 115
41 36 80
42 66 165
43 43 1061
44 56 983
45 69 568
46 52 1103
47 24 410
48 26 385
49 18 51
50 84 412
51 53 605
52 24 51
53 64 885
54 40 523
55 72 1093
56 66 1121
57 45 105
58 17 1191
59 31 926
60 3 1449
