NOP: 45
NINT: 14
0 263 1
263 486 2
486 716 3
716 753 4
753 809 5
809 994 6
994 1052 7
1052 1172 8
1172 1226 7
1226 1278 6
1278 1349 5
1349 1463 4
1463 1609 3
1609 300000 2
1 3 4
2 68 69
3 77 77
4 90 90
5 16 118
6 35 88
7 5 113
8 47 52
9 5 38
10 42 71
11 75 110
12 11 144
13 14 204
14 31 139
15 31 35
16 61 61
17 12 175
18 49 125
19 43 304
20 38 333
21 56 233
22 14 15
23 48 251
24 3 275
25 66 431
26 11 38
27 72 473
28 42 468
29 88 115
30 6 420
31 40 511
32 92 338
33 79 398
34 15 68
35 83 672
36 24 387
37 63 251
38 67 685
39 72 379
40 55 265
41 72 556
42 64 814
43 83 285
44 85 751
45 92 230
