NOP: 45
NINT: 14
0 215 1
215 217 2
217 240 3
240 283 4
283 363 5
363 555 6
555 565 7
565 799 8
799 848 7
848 1080 6
1080 1333 5
1333 1586 4
1586 1699 3
1699 300000 2
1 98 99
2 56 56
3 44 55
4 8 61
5 75 99
6 3 75
7 13 38
8 7 130
9 90 99
10 67 81
11 66 139
12 96 124
13 13 64
14 55 147
15 51 87
16 93 231
17 73 409
18 34 262
19 91 337
20 78 123
21 1 495
22 62 523
23 52 292
24 89 344
25 60 464
26 20 523
27 20 50
28 22 213
29 19 461
30 55 723
31 11 524
32 47 623
33 82 641
34 96 717
35 9 304
36 88 319
37 91 115
38 90 867
39 11 400
40 29 769
41 74 826
42 86 174
43 53 196
44 54 305
45 70 1112
