NOP: 60
NINT: 18
0 139 2
139 399 3
399 703 4
703 934 5
934 1043 6
1043 1381 7
1381 1653 8
1653 1901 9
1901 1981 10
1981 2013 9
2013 2271 8
2271 2279 7
2279 2491 6
2491 2614 5
2614 2769 4
2769 3045 3
3045 3061 2
3061 300000 1
1 88 88
2 78 79
3 72 73
4 54 85
5 64 117
6 34 118
7 88 148
8 33 100
9 56 192
10 44 53
11 4 227
12 83 212
13 80 125
14 99 335
15 79 178
16 50 369
17 47 317
18 38 233
19 24 322
20 76 449
21 58 588
22 100 353
23 42 568
24 28 393
25 60 388
26 42 195
27 16 188
28 35 535
29 26 448
30 57 365
31 47 586
32 67 396
33 25 667
34 69 440
35 64 107
36 53 405
37 63 107
38 3 536
39 96 745
40 20 402
41 97 664
42 100 713
43 81 319
44 50 911
45 42 1117
46 93 374
47 70 1293
48 70 828
49 41 1095
50 70 355
51 2 222
52 73 787
53 33 638
54 33 357
55 79 121
56 49 971
57 44 391
58 62 356
59 67 373
60 67 1464
