NOP: 60
NINT: 17
0 192 2
192 473 3
473 542 4
542 615 5
615 633 6
633 690 7
690 697 8
697 907 9
907 1186 10
1186 1405 9
1405 1498 8
1498 1701 7
1701 1973 6
1973 2041 5
2041 2090 4
2090 2096 3
2096 300000 2
1 96 97
2 92 93
3 10 18
4 73 94
5 73 115
6 53 126
7 63 139
8 23 164
9 42 179
10 33 232
11 85 245
12 62 217
13 15 235
14 85 160
15 76 180
16 21 176
17 47 406
18 33 128
19 32 407
20 33 84
21 28 121
22 46 194
23 28 271
24 84 420
25 73 289
26 98 269
27 44 644
28 53 627
29 20 45
30 97 727
31 26 515
32 37 323
33 90 659
34 84 778
35 21 622
36 57 219
37 63 913
38 59 315
39 15 90
40 62 991
41 8 649
42 66 514
43 38 665
44 54 216
45 37 1129
46 28 752
47 100 644
48 91 98
49 58 1257
50 14 79
51 95 586
52 82 629
53 2 638
54 59 1197
55 53 513
56 26 976
57 82 1166
58 69 1372
59 53 861
60 53 1189
