NOP: 45
NINT: 15
0 165 1
165 348 2
348 609 3
609 755 4
755 775 5
775 1035 6
1035 1109 7
1109 1177 8
1177 1206 7
1206 1462 6
1462 1506 5
1506 1530 4
1530 1715 3
1715 1899 2
1899 300000 1
1 17 17
2 24 25
3 88 88
4 58 59
5 30 61
6 45 84
7 66 107
8 62 152
9 50 154
10 29 59
11 46 141
12 76 113
13 5 218
14 7 266
15 96 249
16 9 322
17 72 278
18 61 298
19 84 151
20 19 59
21 71 411
22 99 200
23 95 206
24 48 475
25 11 231
26 17 106
27 86 514
28 7 505
29 83 431
30 70 525
31 23 219
32 54 511
33 77 341
34 40 507
35 26 460
36 45 727
37 15 836
38 74 280
39 79 674
40 29 303
41 38 259
42 15 715
43 77 116
44 41 821
45 41 571
