NOP: 45
NINT: 14
0 234 2
234 437 3
437 542 4
542 708 5
708 769 6
769 946 7
946 1060 8
1060 1252 7
1252 1262 6
1262 1332 5
1332 1540 4
1540 1737 3
1737 2035 2
2035 300000 1
1 74 74
2 44 44
3 25 37
4 79 80
5 87 106
6 9 16
7 73 154
8 92 183
9 21 126
10 11 134
11 15 79
12 10 111
13 38 242
14 73 156
15 23 36
16 5 152
17 86 172
18 53 60
19 87 93
20 84 425
21 99 382
22 73 129
23 88 386
24 42 279
25 97 271
26 78 195
27 21 697
28 29 500
29 88 584
30 74 384
31 35 295
32 40 212
33 94 190
34 23 147
35 57 610
36 100 786
37 71 442
38 18 21
39 86 288
40 62 382
41 43 230
42 73 822
43 2 149
44 33 639
45 17 1075
