NOP: 60
NINT: 18
0 133 1
133 403 2
403 454 3
454 565 4
565 786 5
786 1005 6
1005 1173 7
1173 1428 8
1428 1691 9
1691 1904 10
1904 2171 9
2171 2177 8
2177 2195 7
2195 2325 6
2325 2620 5
2620 2713 4
2713 2790 3
2790 300000 2
1 24 25
2 18 18
3 77 77
4 96 97
5 30 80
6 93 93
7 22 109
8 83 172
9 40 58
10 41 116
11 9 217
12 43 164
13 95 157
14 15 333
15 95 100
16 65 120
17 16 162
18 58 353
19 27 318
20 8 388
21 6 344
22 30 287
23 9 240
24 44 134
25 4 137
26 43 289
27 89 134
28 75 174
29 10 460
30 81 578
31 73 475
32 67 521
33 10 48
34 37 631
35 87 506
36 55 686
37 61 252
38 83 700
39 70 201
40 99 101
41 45 267
42 46 468
43 60 1024
44 97 314
45 72 789
46 77 163
47 24 219
48 87 755
49 30 650
50 27 648
51 11 179
52 64 1243
53 2 1244
54 8 109
55 72 566
56 64 1151
57 92 1032
58 13 390
59 68 697
60 51 829
