NOP: 60
NINT: 18
0 166 2
166 234 3
234 386 4
386 467 5
467 541 6
541 650 7
650 879 8
879 1083 9
1083 1094 10
1094 1296 9
1296 1463 8
1463 1470 7
1470 1699 6
1699 1736 5
1736 1750 4
1750 1790 3
1790 2036 2
2036 300000 1
1 2 3
2 21 21
3 22 23
4 50 50
5 31 42
6 80 81
7 75 78
8 29 55
9 67 92
10 98 136
11 1 86
12 45 82
13 68 219
14 9 28
15 79 124
16 68 119
17 61 108
18 58 396
19 35 83
20 40 230
21 24 177
22 84 124
23 81 211
24 56 410
25 35 516
26 80 226
27 41 396
28 7 338
29 92 282
30 6 36
31 61 640
32 45 232
33 80 140
34 65 434
35 16 76
36 100 526
37 36 38
38 68 363
39 45 933
40 32 357
41 14 378
42 92 770
43 35 72
44 69 343
45 73 452
46 30 54
47 45 477
48 62 951
49 13 501
50 9 161
51 42 1002
52 65 1218
53 20 813
54 67 1039
55 68 1055
56 54 114
57 10 762
58 13 221
59 52 1356
60 29 802
