NOP: 45
NINT: 14
0 62 1
62 290 2
290 369 3
369 594 4
594 817 5
817 999 6
999 1133 7
1133 1300 8
1300 1550 7
1550 1828 6
1828 1953 5
1953 2137 4
2137 2201 3
2201 300000 2
1 60 60
2 76 76
3 42 54
4 87 88
5 71 109
6 31 162
7 47 112
8 47 171
9 6 163
10 40 163
11 58 235
12 59 149
13 96 239
14 42 282
15 58 175
16 14 95
17 82 286
18 1 352
19 33 190
20 26 79
21 46 320
22 21 309
23 62 77
24 68 470
25 60 274
26 19 380
27 79 443
28 53 113
29 80 191
30 38 337
31 33 99
32 74 509
33 62 642
34 16 188
35 51 604
36 96 310
37 39 375
38 29 802
39 78 855
40 85 452
41 51 397
42 34 957
43 60 255
44 94 286
45 2 725
