NOP: 60
NINT: 19
0 100 1
100 270 2
270 545 3
545 613 4
613 803 5
803 1027 6
1027 1208 7
1208 1412 8
1412 1514 9
1514 1728 10
1728 1766 9
1766 2025 8
2025 2253 7
2253 2312 6
2312 2315 5
2315 2471 4
2471 2638 3
2638 2804 2
2804 300000 1
1 60 60
2 87 88
3 44 46
4 29 46
5 90 96
6 30 140
7 79 111
8 75 107
9 69 86
10 12 123
11 7 189
12 31 276
13 46 208
14 95 267
15 68 335
16 8 241
17 12 71
18 17 286
19 70 379
20 28 417
21 60 247
22 57 205
23 79 193
24 13 240
25 27 580
26 11 220
27 48 494
28 64 134
29 35 162
30 63 517
31 38 595
32 12 483
33 44 499
34 86 408
35 92 124
36 74 239
37 3 489
38 48 879
39 91 765
40 37 255
41 9 622
42 93 198
43 63 572
44 2 675
45 57 763
46 41 259
47 98 317
48 78 657
49 75 372
50 32 1181
51 98 463
52 64 433
53 59 506
54 89 744
55 16 1103
56 38 1388
57 23 676
58 74 206
59 9 942
60 76 378
