NOP: 60
NINT: 17
0 176 2
176 341 3
341 602 4
602 735 5
735 806 6
806 1067 7
1067 1242 8
1242 1409 9
1409 1458 10
1458 1550 9
1550 1810 8
1810 2059 7
2059 2169 6
2169 2342 5
2342 2434 4
2434 2483 3
2483 300000 2
1 34 35
2 5 15
3 89 89
4 62 63
5 99 100
6 9 66
7 56 147
8 35 58
9 84 162
10 29 209
11 75 169
12 22 275
13 13 216
14 95 192
15 73 348
16 40 139
17 6 256
18 11 177
19 5 252
20 53 159
21 10 312
22 55 80
23 27 221
24 18 245
25 90 367
26 46 188
27 58 202
28 20 229
29 19 430
30 6 605
31 49 306
32 88 504
33 8 348
34 65 227
35 48 427
36 65 665
37 53 200
38 62 593
39 84 407
40 10 286
41 87 265
42 38 97
43 17 699
44 22 885
45 28 622
46 93 105
47 70 71
48 41 996
49 78 181
50 60 863
51 86 1027
52 2 1180
53 36 1151
54 33 969
55 46 435
56 55 413
57 5 545
58 23 166
59 83 1220
60 44 627
