NOP: 60
NINT: 18
0 205 2
205 284 3
284 398 4
398 611 5
611 756 6
756 951 7
951 1093 8
1093 1297 9
1297 1511 10
1511 1691 9
1691 2015 8
2015 2197 7
2197 2282 6
2282 2497 5
2497 2523 4
2523 2650 3
2650 2938 2
2938 300000 1
1 15 16
2 79 79
3 68 69
4 89 90
5 58 119
6 33 80
7 70 91
8 52 174
9 77 153
10 45 157
11 33 137
12 38 254
13 24 103
14 24 134
15 54 271
16 35 331
17 84 395
18 58 230
19 100 366
20 87 452
21 32 396
22 72 149
23 87 324
24 42 105
25 5 274
26 22 671
27 57 285
28 93 405
29 31 760
30 75 552
31 80 765
32 39 640
33 82 742
34 81 622
35 51 926
36 75 503
37 90 504
38 48 326
39 13 175
40 45 1012
41 97 393
42 90 224
43 54 990
44 62 575
45 93 1119
46 83 1136
47 59 794
48 51 1316
49 93 746
50 9 476
51 24 860
52 71 1047
53 62 158
54 87 307
55 16 1182
56 19 1215
57 87 564
58 20 908
59 48 103
60 23 110
