NOP: 45
NINT: 15
0 272 1
272 288 2
288 321 3
321 518 4
518 618 5
618 696 6
696 742 7
742 1018 8
1018 1043 7
1043 1223 6
1223 1413 5
1413 1582 4
1582 1702 3
1702 1736 2
1736 300000 1
1 58 59
2 74 74
3 29 48
4 45 48
5 47 97
6 5 22
7 84 92
8 66 69
9 83 203
10 48 75
11 27 235
12 17 164
13 91 138
14 25 114
15 31 48
16 75 267
17 34 131
18 20 151
19 63 161
20 15 449
21 48 192
22 24 363
23 70 431
24 73 121
25 73 204
26 92 324
27 36 136
28 44 339
29 22 140
30 35 437
31 94 168
32 78 711
33 39 781
34 4 710
35 16 727
36 83 818
37 30 786
38 48 526
39 90 559
40 49 587
41 42 71
42 75 857
43 39 696
44 75 443
45 54 724
