NOP: 60
NINT: 18
0 196 1
196 270 2
270 402 3
402 585 4
585 800 5
800 941 6
941 1162 7
1162 1346 8
1346 1593 9
1593 1716 10
1716 1865 9
1865 1957 8
1957 2199 7
2199 2210 6
2210 2362 5
2362 2426 4
2426 2570 3
2570 300000 2
1 65 66
2 38 39
3 71 72
4 69 75
5 39 92
6 17 91
7 70 97
8 42 150
9 7 133
10 1 29
11 32 203
12 86 217
13 3 108
14 35 95
15 13 18
16 83 121
17 56 272
18 99 266
19 82 328
20 97 146
21 18 307
22 64 279
23 1 478
24 68 487
25 65 543
26 43 516
27 36 232
28 27 372
29 69 286
30 17 165
31 28 214
32 28 129
33 7 425
34 52 408
35 13 588
36 26 151
37 69 210
38 16 502
39 41 705
40 98 544
41 35 166
42 42 648
43 6 867
44 97 786
45 97 774
46 54 259
47 66 502
48 26 183
49 3 970
50 26 111
51 69 87
52 72 204
53 19 646
54 78 429
55 4 810
56 1 670
57 45 1024
58 26 575
59 71 404
60 23 140
