NOP: 60
NINT: 18
0 155 1
155 197 2
197 382 3
382 584 4
584 672 5
672 888 6
888 932 7
932 1077 8
1077 1126 9
1126 1422 10
1422 1623 9
1623 1680 8
1680 1776 7
1776 1813 6
1813 2033 5
2033 2111 4
2111 2221 3
2221 300000 2
1 66 67
2 50 50
3 86 87
4 64 87
5 15 102
6 90 103
7 12 143
8 9 78
9 82 186
10 75 127
11 89 227
12 94 269
13 49 208
14 95 98
15 7 99
16 89 287
17 88 333
18 55 126
19 5 123
20 75 299
21 44 163
22 31 266
23 29 355
24 47 491
25 58 149
26 52 497
27 21 569
28 60 390
29 80 686
30 99 645
31 85 222
32 98 324
33 29 754
34 15 202
35 92 179
36 3 635
37 53 816
38 62 674
39 3 812
40 62 454
41 10 21
42 2 441
43 6 236
44 53 515
45 20 703
46 60 624
47 75 82
48 28 1164
49 23 769
50 44 660
51 60 818
52 9 1126
53 68 244
54 69 701
55 61 521
56 66 1107
57 56 494
58 9 299
59 60 630
60 50 678
