NOP: 45
NINT: 13
0 135 2
135 414 3
414 474 4
474 484 5
484 505 6
505 653 7
653 843 8
843 892 7
892 1095 6
1095 1358 5
1358 1516 4
1516 1639 3
1639 300000 2
1 99 100
2 3 45
3 76 77
4 10 85
5 50 90
6 96 99
7 49 139
8 60 147
9 71 139
10 65 237
11 45 149
12 29 100
13 72 296
14 83 322
15 60 107
16 78 148
17 19 180
18 71 315
19 55 90
20 10 198
21 58 474
22 13 104
23 28 392
24 43 456
25 38 345
26 51 357
27 86 594
28 63 163
29 88 343
30 83 299
31 82 705
32 50 522
33 60 225
34 11 653
35 49 866
36 27 677
37 10 350
38 53 844
39 80 707
40 10 608
41 35 234
42 46 1044
43 15 809
44 46 872
45 95 263
