NOP: 45
NINT: 15
0 96 1
96 137 2
137 177 3
177 408 4
408 657 5
657 839 6
839 1058 7
1058 1192 8
1192 1395 7
1395 1562 6
1562 1567 5
1567 1705 4
1705 1926 3
1926 1937 2
1937 300000 1
1 85 86
2 9 16
3 47 47
4 74 74
5 98 105
6 68 79
7 31 102
8 58 191
9 32 115
10 28 100
11 4 148
12 26 201
13 16 276
14 93 141
15 72 138
16 54 340
17 14 293
18 90 93
19 46 440
20 15 63
21 42 89
22 8 355
23 4 11
24 47 462
25 48 74
26 60 199
27 48 269
28 71 146
29 84 430
30 36 260
31 19 338
32 2 308
33 22 246
34 62 407
35 80 296
36 14 77
37 20 150
38 56 303
39 81 417
40 75 521
41 29 859
42 16 201
43 87 616
44 7 449
45 27 46
