NOP: 60
NINT: 19
0 207 1
207 212 2
212 446 3
446 626 4
626 924 5
924 1011 6
1011 1119 7
1119 1163 8
1163 1317 9
1317 1395 10
1395 1689 9
1689 1984 8
1984 2101 7
2101 2282 6
2282 2551 5
2551 2760 4
2760 2949 3
2949 3048 2
3048 300000 1
1 10 11
2 95 96
3 99 100
4 34 44
5 12 87
6 12 66
7 60 119
8 21 156
9 59 116
10 26 81
11 71 190
12 20 58
13 40 166
14 70 238
15 45 83
16 7 210
17 80 212
18 70 315
19 30 228
20 17 368
21 97 175
22 30 387
23 1 37
24 56 346
25 67 386
26 95 328
27 50 217
28 83 436
29 6 293
30 95 150
31 10 44
32 93 212
33 42 540
34 100 775
35 61 531
36 49 531
37 39 244
38 57 781
39 5 150
40 31 100
41 95 393
42 57 123
43 40 717
44 23 75
45 75 853
46 16 1063
47 36 767
48 65 966
49 65 317
50 54 134
51 24 743
52 14 593
53 99 209
54 51 332
55 92 978
56 84 817
57 50 240
58 50 504
59 70 769
60 53 1435
