NOP: 60
NINT: 18
0 166 1
166 258 2
258 557 3
557 782 4
782 871 5
871 1078 6
1078 1155 7
1155 1305 8
1305 1479 9
1479 1669 10
1669 1687 9
1687 1998 8
1998 2322 7
2322 2530 6
2530 2557 5
2557 2684 4
2684 2788 3
2788 300000 2
1 62 62
2 40 41
3 57 57
4 84 85
5 97 118
6 53 124
7 17 165
8 73 92
9 45 197
10 89 214
11 79 189
12 77 82
13 94 310
14 91 104
15 71 336
16 100 255
17 83 103
18 2 384
19 19 29
20 49 351
21 68 517
22 35 94
23 77 593
24 57 514
25 95 659
26 100 673
27 7 555
28 19 717
29 53 702
30 27 417
31 15 207
32 37 883
33 71 516
34 35 885
35 59 859
36 35 130
37 56 604
38 86 684
39 18 198
40 23 657
41 37 207
42 100 225
43 1 651
44 77 670
45 95 1061
46 46 334
47 56 867
48 21 1328
49 96 374
50 71 90
51 54 823
52 8 860
53 17 388
54 62 1224
55 72 638
56 57 1176
57 3 233
58 92 193
59 74 468
60 54 1608
