NOP: 45
NINT: 14
0 63 2
63 191 3
191 283 4
283 417 5
417 583 6
583 667 7
667 705 8
705 927 7
927 967 6
967 977 5
977 1107 4
1107 1295 3
1295 1454 2
1454 300000 1
1 47 48
2 83 84
3 56 62
4 64 66
5 1 29
6 52 112
7 7 12
8 55 106
9 80 128
10 11 115
11 90 206
12 66 167
13 47 132
14 11 198
15 82 264
16 23 77
17 42 236
18 9 189
19 18 215
20 5 337
21 37 338
22 29 47
23 38 69
24 44 175
25 88 179
26 1 15
27 15 182
28 60 418
29 26 196
30 51 396
31 97 560
32 2 499
33 53 145
34 91 250
35 2 504
36 22 435
37 27 128
38 2 635
39 60 701
40 27 28
41 76 490
42 57 282
43 50 745
44 71 493
45 81 281
