NOP: 45
NINT: 13
0 130 2
130 392 3
392 469 4
469 629 5
629 797 6
797 937 7
937 1060 8
1060 1170 7
1170 1193 6
1193 1243 5
1243 1259 4
1259 1296 3
1296 300000 2
1 12 12
2 23 24
3 67 68
4 23 28
5 90 91
6 15 93
7 3 53
8 79 84
9 1 92
10 38 97
11 99 146
12 7 166
13 48 48
14 79 134
15 49 153
16 26 303
17 88 144
18 69 79
19 96 382
20 66 201
21 86 273
22 49 63
23 15 44
24 10 375
25 22 565
26 77 94
27 78 290
28 55 184
29 70 236
30 81 151
31 45 184
32 41 212
33 93 539
34 23 771
35 4 248
36 4 398
37 100 229
38 92 93
39 89 383
40 24 631
41 46 556
42 53 381
43 15 351
44 31 865
45 79 753
