NOP: 45
NINT: 14
0 213 2
213 454 3
454 580 4
580 687 5
687 888 6
888 1137 7
1137 1171 8
1171 1251 7
1251 1285 6
1285 1349 5
1349 1562 4
1562 1609 3
1609 1732 2
1732 300000 1
1 34 35
2 16 17
3 89 89
4 84 84
5 79 86
6 78 114
7 79 181
8 65 100
9 21 57
10 79 134
11 85 118
12 3 268
13 19 93
14 24 184
15 12 291
16 11 350
17 87 383
18 4 191
19 44 300
20 39 61
21 23 205
22 58 428
23 72 408
24 10 142
25 43 43
26 15 89
27 27 298
28 95 308
29 85 146
30 3 635
31 93 283
32 35 461
33 76 612
34 47 363
35 59 138
36 35 113
37 17 288
38 5 44
39 41 272
40 99 554
41 14 350
42 57 500
43 62 104
44 7 457
45 3 792
