NOP: 60
NINT: 18
0 235 2
235 304 3
304 530 4
530 678 5
678 867 6
867 1001 7
1001 1209 8
1209 1218 9
1218 1286 10
1286 1479 9
1479 1621 8
1621 1861 7
1861 2058 6
2058 2146 5
2146 2339 4
2339 2347 3
2347 2546 2
2546 300000 1
1 66 66
2 71 72
3 56 65
4 40 43
5 43 113
6 6 8
7 3 117
8 25 91
9 27 75
10 39 95
11 84 169
12 7 9
13 33 56
14 83 226
15 60 140
16 14 95
17 36 52
18 43 333
19 38 349
20 95 232
21 12 287
22 58 231
23 59 285
24 28 473
25 18 117
26 41 415
27 61 369
28 76 299
29 63 161
30 21 131
31 68 394
32 30 155
33 74 200
34 79 630
35 84 639
36 24 504
37 69 280
38 24 75
39 63 750
40 11 22
41 37 643
42 59 922
43 4 824
44 3 238
45 57 353
46 11 971
47 50 454
48 44 634
49 35 238
50 23 692
51 41 488
52 54 65
53 43 804
54 12 609
55 92 483
56 57 101
57 57 1034
58 24 719
59 6 802
60 98 606
