NOP: 60
NINT: 18
0 218 1
218 311 2
311 533 3
533 614 4
614 899 5
899 1173 6
1173 1252 7
1252 1386 8
1386 1598 9
1598 1794 10
1794 2085 9
2085 2317 8
2317 2422 7
2422 2595 6
2595 2698 5
2698 2920 4
2920 3028 3
3028 300000 2
1 95 96
2 35 36
3 85 86
4 69 92
5 25 79
6 98 117
7 99 151
8 42 202
9 64 169
10 8 210
11 22 117
12 76 229
13 79 170
14 29 252
15 92 348
16 30 97
17 61 197
18 69 312
19 88 131
20 29 321
21 40 575
22 58 83
23 28 375
24 10 351
25 48 114
26 20 317
27 72 161
28 18 240
29 89 129
30 38 682
31 2 217
32 25 377
33 37 73
34 56 640
35 2 88
36 51 381
37 85 567
38 72 552
39 51 726
40 1 345
41 92 332
42 38 676
43 49 294
44 63 334
45 99 329
46 74 720
47 39 362
48 76 891
49 81 732
50 36 1031
51 9 1255
52 71 1268
53 87 434
54 49 495
55 68 858
56 25 816
57 61 1177
58 14 1142
59 68 195
60 56 646
