NOP: 60
NINT: 19
0 73 1
73 80 2
80 300 3
300 535 4
535 756 5
756 1078 6
1078 1325 7
1325 1515 8
1515 1641 9
1641 1848 10
1848 2154 9
2154 2249 8
2249 2471 7
2471 2542 6
2542 2577 5
2577 2607 4
2607 2776 3
2776 2924 2
2924 300000 1
1 23 24
2 65 65
3 60 61
4 16 35
5 93 94
6 64 69
7 94 149
8 63 190
9 97 233
10 52 61
11 96 252
12 52 163
13 53 84
14 60 327
15 57 205
16 47 169
17 29 267
18 84 175
19 26 93
20 24 503
21 66 515
22 79 462
23 82 364
24 80 429
25 16 552
26 92 133
27 76 264
28 55 792
29 61 279
30 61 119
31 3 549
32 6 204
33 10 37
34 69 76
35 97 671
36 10 617
37 35 174
38 36 886
39 40 947
40 21 692
41 86 1031
42 13 248
43 29 673
44 62 844
45 76 364
46 67 416
47 91 821
48 78 148
49 70 386
50 66 83
51 82 799
52 1 779
53 81 296
54 51 186
55 49 1280
56 28 112
57 47 606
58 51 769
59 56 339
60 89 191
