NOP: 60
NINT: 18
0 245 2
245 380 3
380 422 4
422 613 5
613 744 6
744 758 7
758 809 8
809 1029 9
1029 1039 10
1039 1247 9
1247 1419 8
1419 1506 7
1506 1702 6
1702 1870 5
1870 2113 4
2113 2272 3
2272 2344 2
2344 300000 1
1 70 70
2 62 62
3 14 39
4 5 11
5 74 74
6 25 73
7 18 33
8 5 77
9 70 124
10 71 129
11 4 49
12 24 176
13 11 202
14 67 106
15 11 186
16 71 205
17 60 122
18 60 79
19 51 130
20 41 306
21 16 256
22 31 339
23 7 192
24 79 110
25 91 122
26 54 219
27 78 185
28 36 243
29 47 270
30 27 424
31 88 541
32 33 123
33 37 208
34 58 564
35 13 689
36 31 361
37 59 602
38 87 498
39 25 132
40 51 598
41 56 860
42 69 522
43 21 415
44 59 302
45 6 324
46 45 866
47 40 49
48 16 730
49 37 269
50 47 182
51 34 797
52 59 940
53 62 78
54 76 788
55 92 709
56 37 54
57 7 684
58 53 812
59 21 140
60 28 563
