NOP: 45
NINT: 15
0 146 1
146 384 2
384 664 3
664 732 4
732 870 5
870 1176 6
1176 1314 7
1314 1415 8
1415 1683 7
1683 1952 6
1952 2119 5
2119 2215 4
2215 2444 3
2444 2509 2
2509 300000 1
1 53 53
2 24 24
3 14 14
4 30 38
5 53 55
6 42 86
7 16 20
8 93 112
9 97 105
10 90 132
11 40 116
12 14 116
13 69 143
14 79 261
15 61 232
16 24 67
17 50 327
18 93 285
19 22 40
20 99 458
21 87 295
22 10 150
23 86 204
24 91 609
25 61 76
26 35 674
27 89 152
28 82 319
29 83 196
30 68 192
31 40 398
32 71 449
33 8 591
34 55 828
35 49 747
36 86 449
37 24 295
38 32 852
39 86 348
40 28 528
41 63 712
42 57 83
43 1 466
44 76 483
45 17 1206
