NOP: 45
NINT: 14
0 173 2
173 449 3
449 667 4
667 792 5
792 1025 6
1025 1256 7
1256 1342 8
1342 1421 7
1421 1519 6
1519 1785 5
1785 1843 4
1843 2102 3
2102 2137 2
2137 300000 1
1 10 10
2 29 30
3 76 77
4 2 32
5 79 79
6 93 95
7 4 88
8 44 59
9 72 108
10 58 175
11 12 221
12 82 132
13 91 191
14 39 118
15 41 244
16 95 128
17 71 148
18 22 270
19 62 279
20 53 275
21 35 304
22 81 102
23 42 229
24 81 380
25 78 330
26 88 437
27 62 603
28 90 573
29 29 547
30 71 490
31 95 722
32 13 84
33 67 641
34 74 501
35 18 511
36 82 491
37 29 467
38 24 296
39 75 429
40 28 803
41 93 524
42 17 464
43 67 126
44 17 1041
45 25 171
