NOP: 60
NINT: 19
0 96 1
96 193 2
193 387 3
387 439 4
439 585 5
585 602 6
602 896 7
896 1121 8
1121 1402 9
1402 1502 10
1502 1784 9
1784 1809 8
1809 1886 7
1886 1988 6
1988 1991 5
1991 2143 4
2143 2420 3
2420 2661 2
2661 300000 1
1 69 69
2 68 69
3 98 99
4 29 49
5 16 58
6 74 113
7 79 166
8 66 121
9 35 40
10 7 210
11 3 260
12 4 129
13 39 126
14 31 115
15 98 128
16 53 242
17 24 216
18 11 96
19 11 276
20 15 40
21 53 143
22 76 174
23 48 448
24 20 266
25 14 39
26 29 33
27 18 524
28 34 300
29 71 434
30 41 279
31 38 159
32 86 224
33 41 240
34 27 668
35 18 336
36 74 337
37 44 518
38 69 306
39 96 160
40 71 685
41 77 460
42 75 409
43 83 839
44 88 201
45 99 437
46 83 393
47 18 603
48 77 1065
49 54 412
50 68 843
51 13 545
52 89 708
53 68 1142
54 39 255
55 91 380
56 86 1346
57 3 671
58 40 1088
59 23 1028
60 4 268
