NOP: 45
NINT: 14
0 264 1
264 545 2
545 829 3
829 1003 4
1003 1092 5
1092 1368 6
1368 1522 7
1522 1796 8
1796 2060 7
2060 2329 6
2329 2615 5
2615 2643 4
2643 2896 3
2896 300000 2
1 1 2
2 98 98
3 84 85
4 91 92
5 20 96
6 49 142
7 60 166
8 22 77
9 9 34
10 46 145
11 77 144
12 86 117
13 67 292
14 90 335
15 24 64
16 98 353
17 51 99
18 5 357
19 19 270
20 27 59
21 58 479
22 77 134
23 87 106
24 81 420
25 41 363
26 27 271
27 92 495
28 81 691
29 7 334
30 43 299
31 33 273
32 47 612
33 83 831
34 58 549
35 39 916
36 56 785
37 33 927
38 52 422
39 73 165
40 16 233
41 51 52
42 21 795
43 48 785
44 48 1104
45 88 590
