NOP: 60
NINT: 19
0 79 1
79 170 2
170 192 3
192 227 4
227 462 5
462 704 6
704 761 7
761 824 8
824 864 9
864 944 10
944 1212 9
1212 1353 8
1353 1435 7
1435 1632 6
1632 1635 5
1635 1904 4
1904 2078 3
2078 2091 2
2091 300000 1
1 99 99
2 47 47
3 79 79
4 27 100
5 97 101
6 71 167
7 29 189
8 9 11
9 37 224
10 8 175
11 68 101
12 51 64
13 79 173
14 70 191
15 45 240
16 26 88
17 22 328
18 9 35
19 41 259
20 35 331
21 99 370
22 17 403
23 19 435
24 47 518
25 44 117
26 56 501
27 88 509
28 6 299
29 50 566
30 49 330
31 31 666
32 20 198
33 96 550
34 6 104
35 53 114
36 46 449
37 53 339
38 78 308
39 32 513
40 11 347
41 8 774
42 33 147
43 65 914
44 97 113
45 10 429
46 42 766
47 36 298
48 20 746
49 94 578
50 17 727
51 21 390
52 100 760
53 13 603
54 79 605
55 10 701
56 16 285
57 54 508
58 13 735
59 94 296
60 95 810
