NOP: 45
NINT: 15
0 68 1
68 71 2
71 77 3
77 207 4
207 429 5
429 585 6
585 677 7
677 826 8
826 871 7
871 992 6
992 1044 5
1044 1262 4
1262 1488 3
1488 1611 2
1611 300000 1
1 55 55
2 50 51
3 58 58
4 3 30
5 4 38
6 71 73
7 93 119
8 28 44
9 13 156
10 61 182
11 53 69
12 21 94
13 5 60
14 59 221
15 71 94
16 78 174
17 31 263
18 21 181
19 44 308
20 57 57
21 33 126
22 16 440
23 43 345
24 57 216
25 10 177
26 75 276
27 14 136
28 91 113
29 38 137
30 11 422
31 83 628
32 9 104
33 1 612
34 51 215
35 63 349
36 74 77
37 83 613
38 34 355
39 98 434
40 33 500
41 60 773
42 22 870
43 100 895
44 94 538
45 58 233
