NOP: 60
NINT: 18
0 232 2
232 256 3
256 531 4
531 748 5
748 928 6
928 1046 7
1046 1243 8
1243 1539 9
1539 1841 10
1841 1983 9
1983 2084 8
2084 2364 7
2364 2666 6
2666 2869 5
2869 3048 4
3048 3352 3
3352 3371 2
3371 300000 1
1 25 25
2 29 30
3 34 35
4 27 40
5 83 84
6 76 95
7 29 86
8 71 116
9 4 134
10 30 134
11 98 157
12 17 250
13 28 207
14 10 52
15 100 246
16 92 134
17 32 262
18 99 232
19 51 100
20 59 458
21 85 174
22 54 327
23 10 432
24 19 360
25 3 97
26 46 137
27 44 218
28 97 409
29 100 107
30 39 172
31 83 258
32 35 297
33 75 413
34 65 417
35 13 535
36 40 531
37 69 598
38 94 324
39 52 218
40 12 234
41 32 700
42 17 598
43 55 594
44 86 159
45 53 156
46 99 234
47 82 607
48 43 195
49 34 179
50 49 506
51 29 738
52 34 145
53 53 410
54 40 669
55 86 712
56 43 1262
57 61 681
58 76 887
59 26 371
60 61 1105
