NOP: 45
NINT: 15
0 88 1
88 190 2
190 386 3
386 519 4
519 551 5
551 811 6
811 981 7
981 1207 8
1207 1377 7
1377 1494 6
1494 1580 5
1580 1830 4
1830 1962 3
1962 1986 2
1986 300000 1
1 25 26
2 61 61
3 91 91
4 82 87
5 38 94
6 50 73
7 51 92
8 24 188
9 14 199
10 93 144
11 44 130
12 4 202
13 84 155
14 40 139
15 97 177
16 7 225
17 22 388
18 16 372
19 20 235
20 61 398
21 34 240
22 74 236
23 92 279
24 30 388
25 30 96
26 88 93
27 70 480
28 74 538
29 23 269
30 19 686
31 3 464
32 67 321
33 63 597
34 98 104
35 61 181
36 47 150
37 38 852
38 13 153
39 54 570
40 47 424
41 17 145
42 30 664
43 41 882
44 47 635
45 71 854
