NOP: 60
NINT: 18
0 209 1
209 429 2
429 431 3
431 661 4
661 786 5
786 838 6
838 1004 7
1004 1104 8
1104 1233 9
1233 1248 10
1248 1434 9
1434 1493 8
1493 1740 7
1740 1941 6
1941 2035 5
2035 2282 4
2282 2369 3
2369 300000 2
1 25 26
2 7 8
3 7 15
4 54 55
5 68 68
6 26 46
7 25 66
8 76 84
9 19 20
10 10 84
11 74 150
12 48 149
13 9 54
14 17 39
15 49 211
16 70 233
17 73 254
18 53 187
19 29 292
20 54 211
21 71 143
22 59 313
23 66 88
24 43 474
25 41 59
26 49 272
27 60 478
28 42 223
29 81 263
30 46 431
31 100 258
32 21 341
33 51 213
34 54 529
35 97 517
36 53 731
37 40 106
38 79 102
39 96 191
40 37 180
41 1 32
42 64 646
43 83 931
44 93 146
45 81 227
46 58 1098
47 97 1098
48 10 693
49 46 544
50 24 182
51 8 101
52 31 480
53 2 243
54 74 710
55 19 47
56 24 812
57 25 1129
58 46 459
59 73 1038
60 13 837
