NOP: 45
NINT: 13
0 330 2
330 355 3
355 636 4
636 694 5
694 836 6
836 1000 7
1000 1215 8
1215 1268 7
1268 1369 6
1369 1493 5
1493 1517 4
1517 1539 3
1539 300000 2
1 73 73
2 57 57
3 97 97
4 73 107
5 25 74
6 52 119
7 82 121
8 96 114
9 65 119
10 72 212
11 82 169
12 49 385
13 26 66
14 56 313
15 2 69
16 16 343
17 33 417
18 60 224
19 18 381
20 51 217
21 32 294
22 28 500
23 56 298
24 20 495
25 51 199
26 87 519
27 87 583
28 33 668
29 80 251
30 57 451
31 66 247
32 74 563
33 62 222
34 100 502
35 84 679
36 83 917
37 77 365
38 6 1010
39 94 707
40 94 461
41 92 604
42 63 763
43 84 340
44 99 848
45 66 142
