NOP: 45
NINT: 14
0 161 2
161 235 3
235 398 4
398 567 5
567 719 6
719 836 7
836 970 8
970 1113 7
1113 1126 6
1126 1156 5
1156 1336 4
1336 1546 3
1546 1562 2
1562 300000 1
1 52 53
2 68 68
3 89 90
4 43 89
5 47 66
6 3 37
7 94 95
8 29 147
9 29 155
10 6 49
11 45 81
12 99 125
13 26 113
14 18 257
15 42 55
16 31 108
17 25 230
18 30 323
19 63 251
20 85 126
21 93 111
22 5 8
23 5 437
24 60 313
25 76 492
26 62 100
27 81 212
28 5 173
29 87 510
30 3 403
31 36 155
32 38 667
33 53 640
34 93 697
35 24 265
36 90 733
37 36 606
38 88 254
39 56 271
40 56 494
41 18 218
42 19 268
43 39 365
44 43 816
45 84 1031
