NOP: 60
NINT: 18
0 120 1
120 176 2
176 297 3
297 390 4
390 541 5
541 622 6
622 908 7
908 914 8
914 1192 9
1192 1396 10
1396 1612 9
1612 1692 8
1692 1860 7
1860 1928 6
1928 1937 5
1937 2027 4
2027 2058 3
2058 300000 2
1 51 52
2 99 99
3 15 68
4 10 72
5 15 82
6 87 87
7 46 85
8 5 125
9 5 82
10 56 90
11 57 163
12 3 164
13 97 159
14 83 130
15 63 263
16 15 48
17 50 87
18 5 329
19 64 64
20 25 77
21 66 332
22 97 134
23 99 424
24 33 455
25 65 366
26 29 55
27 82 215
28 79 463
29 64 401
30 34 305
31 23 493
32 93 567
33 59 618
34 52 320
35 64 341
36 54 485
37 10 593
38 27 626
39 6 36
40 69 147
41 94 315
42 88 267
43 15 982
44 79 737
45 4 545
46 58 846
47 88 678
48 24 694
49 41 664
50 89 1063
51 49 72
52 20 984
53 86 917
54 73 470
55 60 1101
56 18 20
57 92 581
58 9 785
59 50 1385
60 22 939
