NOP: 45
NINT: 13
0 16 2
16 213 3
213 503 4
503 517 5
517 650 6
650 806 7
806 827 8
827 1093 7
1093 1282 6
1282 1436 5
1436 1677 4
1677 1856 3
1856 300000 2
1 76 77
2 46 46
3 85 85
4 83 92
5 62 69
6 77 168
7 18 164
8 42 183
9 72 106
10 16 238
11 65 186
12 75 264
13 86 315
14 13 258
15 98 106
16 80 251
17 72 323
18 60 148
19 69 536
20 95 430
21 71 269
22 25 314
23 5 448
24 65 638
25 77 130
26 62 585
27 28 91
28 59 301
29 100 148
30 45 718
31 90 518
32 50 293
33 49 376
34 68 256
35 9 740
36 55 848
37 56 1020
38 44 401
39 70 1051
40 74 448
41 27 696
42 10 512
43 48 548
44 68 465
45 12 797
