NOP: 45
NINT: 14
0 97 1
97 259 2
259 465 3
465 759 4
759 874 5
874 1078 6
1078 1268 7
1268 1349 8
1349 1403 7
1403 1603 6
1603 1809 5
1809 1826 4
1826 2026 3
2026 300000 2
1 96 96
2 27 40
3 55 55
4 65 69
5 75 86
6 70 157
7 79 180
8 56 107
9 62 116
10 2 231
11 7 51
12 5 31
13 70 246
14 64 264
15 62 249
16 16 64
17 93 261
18 20 221
19 53 228
20 56 386
21 57 264
22 68 341
23 90 543
24 85 479
25 92 130
26 55 186
27 84 417
28 82 124
29 12 651
30 4 817
31 27 806
32 77 684
33 24 747
34 30 885
35 78 850
36 73 308
37 12 223
38 3 40
39 71 920
40 56 734
41 69 147
42 39 401
43 92 1004
44 45 942
45 86 109
