NOP: 60
NINT: 18
0 145 1
145 207 2
207 294 3
294 594 4
594 891 5
891 1160 6
1160 1459 7
1459 1699 8
1699 1826 9
1826 1983 10
1983 2201 9
2201 2318 8
2318 2595 7
2595 2864 6
2864 3004 5
3004 3126 4
3126 3424 3
3424 300000 2
1 61 62
2 9 10
3 67 68
4 70 70
5 15 37
6 41 91
7 9 94
8 53 82
9 56 116
10 60 112
11 20 100
12 92 121
13 54 242
14 42 77
15 35 284
16 81 219
17 50 127
18 29 131
19 30 231
20 54 308
21 55 80
22 97 275
23 39 355
24 44 373
25 61 74
26 1 595
27 71 226
28 95 581
29 68 249
30 41 568
31 32 195
32 58 735
33 73 147
34 88 281
35 5 713
36 78 132
37 94 826
38 47 194
39 21 177
40 73 938
41 46 289
42 89 246
43 8 1079
44 23 1010
45 24 1023
46 65 617
47 31 953
48 20 1165
49 94 1177
50 52 950
51 93 972
52 75 1204
53 85 90
54 2 529
55 37 654
56 85 1267
57 99 543
58 60 935
59 41 431
60 44 636
