NOP: 60
NINT: 17
0 298 2
298 553 3
553 723 4
723 846 5
846 940 6
940 1004 7
1004 1218 8
1218 1464 9
1464 1771 10
1771 2074 9
2074 2123 8
2123 2400 7
2400 2471 6
2471 2791 5
2791 2815 4
2815 3116 3
3116 300000 2
1 84 85
2 73 73
3 66 75
4 96 104
5 76 130
6 86 190
7 74 79
8 20 126
9 61 186
10 74 85
11 55 303
12 96 217
13 64 247
14 98 118
15 30 44
16 53 221
17 11 186
18 11 306
19 35 281
20 19 533
21 35 483
22 1 79
23 76 321
24 52 508
25 37 45
26 50 496
27 55 655
28 34 719
29 26 425
30 61 87
31 87 546
32 3 201
33 15 617
34 48 516
35 35 684
36 64 432
37 78 722
38 100 769
39 61 865
40 54 324
41 53 488
42 10 543
43 57 358
44 12 1099
45 52 983
46 95 746
47 62 996
48 15 1046
49 68 939
50 82 626
51 54 1122
52 47 1308
53 50 1220
54 33 1350
55 47 749
56 3 1284
57 79 1194
58 85 1347
59 99 1285
60 44 415
