NOP: 60
NINT: 18
0 207 2
207 302 3
302 378 4
378 465 5
465 588 6
588 758 7
758 856 8
856 925 9
925 1173 10
1173 1325 9
1325 1425 8
1425 1692 7
1692 1877 6
1877 2121 5
2121 2286 4
2286 2446 3
2446 2449 2
2449 300000 1
1 27 28
2 39 39
3 66 67
4 79 79
5 44 88
6 54 81
7 19 93
8 64 104
9 19 183
10 62 175
11 50 206
12 42 89
13 6 63
14 51 137
15 18 309
16 66 209
17 85 124
18 55 130
19 29 341
20 72 209
21 86 343
22 27 306
23 28 293
24 92 332
25 100 205
26 45 448
27 85 333
28 15 582
29 33 634
30 7 510
31 77 250
32 46 604
33 47 411
34 41 502
35 70 409
36 3 830
37 36 150
38 16 528
39 16 455
40 48 188
41 71 627
42 42 950
43 67 324
44 47 783
45 76 779
46 24 430
47 17 783
48 91 579
49 87 239
50 4 100
51 18 733
52 64 201
53 32 709
54 92 1226
55 90 1224
56 70 145
57 29 1258
58 7 567
59 38 98
60 42 643
