NOP: 45
NINT: 15
0 191 1
191 406 2
406 560 3
560 756 4
756 857 5
857 988 6
988 1006 7
1006 1090 8
1090 1246 7
1246 1458 6
1458 1644 5
1644 1667 4
1667 1812 3
1812 1826 2
1826 300000 1
1 13 13
2 84 84
3 74 74
4 4 10
5 47 60
6 74 108
7 75 117
8 19 96
9 26 185
10 52 202
11 65 122
12 50 186
13 50 273
14 22 281
15 65 135
16 13 262
17 30 144
18 20 116
19 78 103
20 99 298
21 1 450
22 11 449
23 70 485
24 63 493
25 16 32
26 49 288
27 44 193
28 42 140
29 21 350
30 9 500
31 4 232
32 20 508
33 83 318
34 5 338
35 39 51
36 29 493
37 53 448
38 81 431
39 11 278
40 65 67
41 54 577
42 90 859
43 83 365
44 3 98
45 44 864
