NOP: 60
NINT: 18
0 286 2
286 492 3
492 670 4
670 743 5
743 978 6
978 1001 7
1001 1230 8
1230 1289 9
1289 1482 10
1482 1774 9
1774 1867 8
1867 2086 7
2086 2210 6
2210 2293 5
2293 2436 4
2436 2688 3
2688 2974 2
2974 300000 1
1 81 81
2 79 79
3 57 59
4 95 98
5 50 110
6 77 177
7 96 211
8 32 91
9 9 32
10 45 120
11 96 239
12 59 82
13 18 72
14 19 163
15 4 375
16 31 48
17 36 378
18 76 326
19 17 147
20 12 312
21 40 128
22 5 507
23 49 110
24 56 388
25 74 409
26 61 546
27 26 184
28 48 327
29 75 77
30 74 310
31 69 472
32 51 336
33 57 665
34 30 749
35 90 516
36 71 453
37 87 92
38 47 249
39 7 993
40 6 1001
41 83 991
42 41 395
43 100 927
44 16 22
45 44 926
46 39 244
47 69 1050
48 84 891
49 93 425
50 86 488
51 72 591
52 93 1366
53 87 903
54 52 755
55 93 921
56 74 890
57 64 931
58 84 828
59 32 1116
60 98 1592
