NOP: 60
NINT: 18
0 285 2
285 476 3
476 692 4
692 860 5
860 1124 6
1124 1226 7
1226 1303 8
1303 1566 9
1566 1675 10
1675 1684 9
1684 1958 8
1958 1992 7
1992 2111 6
2111 2317 5
2317 2501 4
2501 2586 3
2586 2631 2
2631 300000 1
1 43 44
2 94 94
3 25 47
4 15 34
5 89 89
6 70 120
7 11 163
8 40 62
9 42 133
10 43 97
11 50 178
12 73 242
13 11 94
14 82 265
15 71 291
16 64 287
17 48 75
18 7 138
19 8 68
20 66 89
21 82 461
22 31 264
23 29 75
24 25 529
25 47 294
26 60 550
27 48 108
28 41 263
29 98 109
30 63 628
31 10 569
32 39 140
33 54 278
34 80 147
35 9 89
36 65 370
37 6 325
38 71 668
39 30 541
40 59 99
41 13 787
42 71 605
43 55 497
44 72 327
45 2 484
46 16 599
47 75 965
48 65 574
49 37 775
50 96 206
51 34 352
52 89 153
53 9 1114
54 18 51
55 93 892
56 1 1028
57 69 1274
58 32 889
59 77 487
60 29 361
