NOP: 45
NINT: 15
0 76 1
76 254 2
254 459 3
459 498 4
498 711 5
711 880 6
880 1040 7
1040 1306 8
1306 1520 7
1520 1653 6
1653 1683 5
1683 1920 4
1920 2174 3
2174 2294 2
2294 300000 1
1 62 63
2 61 62
3 98 98
4 66 84
5 47 76
6 74 78
7 38 171
8 20 166
9 74 193
10 91 207
11 66 104
12 11 141
13 30 199
14 41 183
15 29 258
16 92 204
17 46 316
18 41 290
19 55 481
20 86 139
21 82 239
22 88 354
23 51 110
24 16 444
25 73 229
26 96 246
27 27 416
28 80 709
29 18 395
30 57 811
31 78 211
32 26 100
33 90 146
34 31 322
35 53 138
36 28 974
37 54 557
38 61 594
39 10 268
40 9 632
41 2 573
42 92 914
43 66 828
44 27 225
45 79 423
