NOP: 60
NINT: 18
0 315 2
315 387 3
387 623 4
623 723 5
723 838 6
838 854 7
854 995 8
995 1187 9
1187 1326 10
1326 1443 9
1443 1626 8
1626 1923 7
1923 2215 6
2215 2259 5
2259 2470 4
2470 2662 3
2662 2835 2
2835 300000 1
1 68 68
2 54 55
3 59 59
4 14 31
5 58 65
6 81 98
7 48 63
8 30 66
9 80 162
10 19 24
11 32 58
12 20 99
13 93 222
14 17 303
15 65 118
16 17 169
17 51 184
18 61 185
19 90 282
20 97 238
21 31 47
22 42 282
23 8 356
24 33 393
25 96 411
26 82 519
27 87 550
28 77 369
29 43 679
30 75 733
31 84 504
32 91 361
33 73 629
34 65 359
35 25 214
36 41 349
37 42 983
38 72 218
39 31 689
40 84 797
41 66 729
42 24 268
43 77 473
44 53 1123
45 37 91
46 84 129
47 1 1181
48 2 337
49 28 1027
50 56 609
51 12 724
52 50 1236
53 34 432
54 62 901
55 88 1024
56 64 445
57 55 498
58 30 103
59 100 1340
60 41 1038
