NOP: 45
NINT: 14
0 145 2
145 192 3
192 297 4
297 559 5
559 630 6
630 635 7
635 758 8
758 962 7
962 1207 6
1207 1439 5
1439 1454 4
1454 1528 3
1528 1642 2
1642 300000 1
1 83 83
2 46 47
3 27 30
4 82 83
5 69 80
6 85 134
7 1 62
8 98 146
9 48 147
10 49 207
11 40 75
12 73 312
13 48 218
14 26 66
15 97 259
16 44 256
17 24 51
18 63 223
19 43 434
20 33 246
21 53 138
22 86 262
23 35 604
24 19 39
25 89 383
26 51 266
27 63 252
28 24 100
29 94 243
30 65 128
31 2 685
32 30 569
33 52 802
34 7 52
35 42 652
36 4 545
37 10 266
38 71 249
39 84 297
40 7 486
41 19 25
42 3 524
43 99 186
44 31 64
45 6 725
