NOP: 45
NINT: 15
0 199 1
199 269 2
269 529 3
529 551 4
551 742 5
742 928 6
928 938 7
938 1142 8
1142 1174 7
1174 1239 6
1239 1334 5
1334 1590 4
1590 1804 3
1804 1927 2
1927 300000 1
1 2 2
2 58 59
3 4 5
4 82 82
5 87 88
6 32 33
7 24 28
8 18 98
9 52 129
10 67 88
11 55 112
12 22 228
13 46 224
14 83 173
15 90 179
16 18 256
17 48 249
18 76 236
19 90 357
20 5 462
21 15 231
22 14 322
23 38 424
24 31 196
25 83 480
26 18 270
27 93 185
28 42 478
29 61 276
30 13 195
31 55 512
32 23 385
33 59 658
34 20 241
35 81 711
36 32 371
37 29 616
38 74 827
39 68 452
40 1 815
41 48 141
42 71 344
43 74 614
44 45 534
45 60 374
