NOP: 60
NINT: 18
0 118 2
118 230 3
230 399 4
399 560 5
560 781 6
781 970 7
970 1074 8
1074 1201 9
1201 1487 10
1487 1658 9
1658 1871 8
1871 1980 7
1980 2208 6
2208 2475 5
2475 2581 4
2581 2886 3
2886 2984 2
2984 300000 1
1 24 25
2 33 33
3 48 48
4 9 13
5 72 73
6 38 80
7 64 84
8 65 69
9 74 128
10 42 95
11 77 219
12 22 161
13 30 48
14 58 252
15 59 314
16 59 126
17 15 213
18 88 160
19 58 392
20 81 342
21 51 187
22 56 107
23 24 35
24 19 394
25 100 569
26 60 63
27 34 209
28 96 299
29 9 318
30 19 691
31 99 228
32 36 583
33 53 61
34 73 383
35 99 365
36 18 786
37 42 648
38 92 117
39 50 296
40 34 829
41 58 202
42 48 70
43 39 400
44 58 996
45 61 186
46 61 882
47 86 1200
48 30 1001
49 43 187
50 27 876
51 48 1127
52 51 925
53 62 1031
54 52 159
55 35 650
56 63 468
57 16 231
58 90 1072
59 68 169
60 12 146
