NOP: 45
NINT: 14
0 238 1
238 394 2
394 516 3
516 738 4
738 981 5
981 1021 6
1021 1147 7
1147 1154 8
1154 1165 7
1165 1304 6
1304 1532 5
1532 1591 4
1591 1610 3
1610 300000 2
1 99 99
2 84 85
3 9 72
4 75 90
5 96 128
6 33 163
7 64 161
8 25 104
9 26 42
10 20 40
11 5 107
12 7 205
13 69 132
14 93 270
15 5 217
16 8 93
17 76 357
18 58 121
19 14 301
20 36 321
21 51 352
22 76 290
23 60 373
24 4 100
25 61 143
26 95 142
27 53 466
28 99 419
29 15 517
30 10 227
31 9 70
32 23 106
33 92 412
34 43 77
35 26 263
36 94 213
37 61 731
38 43 552
39 35 738
40 54 383
41 7 707
42 37 451
43 1 832
44 56 666
45 53 851
