NOP: 45
NINT: 15
0 114 1
114 359 2
359 618 3
618 723 4
723 929 5
929 1061 6
1061 1122 7
1122 1181 8
1181 1189 7
1189 1421 6
1421 1667 5
1667 1823 4
1823 1914 3
1914 1948 2
1948 300000 1
1 65 65
2 23 29
3 38 39
4 69 69
5 50 81
6 22 35
7 82 130
8 6 144
9 75 104
10 46 213
11 28 119
12 6 103
13 18 94
14 52 137
15 58 90
16 23 49
17 79 145
18 73 311
19 4 155
20 46 399
21 45 349
22 90 312
23 80 100
24 94 523
25 35 342
26 23 250
27 62 116
28 48 287
29 88 111
30 1 262
31 93 501
32 69 172
33 60 241
34 43 614
35 44 459
36 99 556
37 83 616
38 93 427
39 75 739
40 76 205
41 59 269
42 79 525
43 77 848
44 7 1003
45 12 598
