NOP: 60
NINT: 19
0 352 1
352 689 2
689 976 3
976 1027 4
1027 1106 5
1106 1261 6
1261 1628 7
1628 1773 8
1773 1851 9
1851 1950 10
1950 2181 9
2181 2386 8
2386 2659 7
2659 2788 6
2788 3004 5
3004 3198 4
3198 3388 3
3388 3472 2
3472 300000 1
1 23 24
2 78 78
3 35 43
4 29 29
5 63 65
6 88 96
7 66 142
8 69 75
9 95 224
10 92 222
11 49 65
12 88 92
13 36 342
14 76 223
15 77 301
16 77 213
17 27 261
18 96 274
19 18 400
20 27 376
21 61 162
22 12 499
23 71 447
24 57 229
25 64 120
26 78 586
27 40 266
28 89 224
29 46 733
30 65 380
31 100 341
32 84 344
33 31 868
34 34 375
35 66 525
36 89 450
37 53 1003
38 98 219
39 76 455
40 81 1091
41 41 817
42 55 104
43 55 759
44 24 641
45 51 166
46 47 538
47 90 584
48 62 1043
49 80 129
50 85 948
51 94 1289
52 92 179
53 67 156
54 69 338
55 28 783
56 28 1676
57 61 1498
58 90 844
59 5 879
60 63 131
