NOP: 60
NINT: 18
0 190 1
190 278 2
278 387 3
387 410 4
410 725 5
725 936 6
936 1238 7
1238 1253 8
1253 1417 9
1417 1463 10
1463 1748 9
1748 1792 8
1792 2085 7
2085 2196 6
2196 2435 5
2435 2457 4
2457 2743 3
2743 300000 2
1 42 43
2 90 90
3 72 73
4 6 69
5 71 103
6 73 88
7 42 175
8 58 171
9 20 143
10 15 193
11 44 116
12 87 229
13 75 130
14 19 207
15 33 267
16 17 239
17 72 267
18 74 390
19 74 273
20 39 386
21 84 500
22 78 511
23 81 186
24 44 527
25 80 322
26 29 679
27 70 654
28 22 312
29 15 82
30 64 631
31 86 174
32 44 460
33 18 736
34 59 248
35 95 243
36 14 682
37 79 820
38 60 480
39 17 855
40 60 154
41 88 465
42 50 728
43 94 156
44 42 772
45 60 843
46 58 441
47 2 307
48 24 1236
49 79 307
50 90 929
51 40 741
52 74 1086
53 80 986
54 33 41
55 45 941
56 61 1364
57 55 277
58 83 130
59 39 1331
60 27 1344
