NOP: 45
NINT: 14
0 252 2
252 531 3
531 605 4
605 849 5
849 972 6
972 1004 7
1004 1293 8
1293 1425 7
1425 1612 6
1612 1823 5
1823 2022 4
2022 2326 3
2326 2493 2
2493 300000 1
1 69 69
2 64 64
3 88 89
4 87 97
5 2 36
6 16 44
7 95 151
8 74 142
9 7 100
10 92 239
11 18 117
12 77 248
13 21 327
14 44 136
15 93 301
16 80 84
17 56 306
18 87 465
19 82 404
20 78 562
21 98 595
22 9 315
23 81 105
24 10 462
25 67 250
26 71 112
27 52 398
28 84 155
29 10 536
30 32 693
31 58 263
32 21 255
33 2 706
34 99 371
35 91 693
36 90 615
37 30 633
38 48 257
39 14 270
40 62 541
41 92 537
42 66 329
43 11 80
44 55 1116
45 17 1163
