NOP: 60
NINT: 18
0 194 2
194 389 3
389 552 4
552 732 5
732 873 6
873 1070 7
1070 1264 8
1264 1470 9
1470 1753 10
1753 2016 9
2016 2304 8
2304 2431 7
2431 2457 6
2457 2638 5
2638 2706 4
2706 3016 3
3016 3161 2
3161 300000 1
1 61 62
2 76 77
3 55 58
4 22 39
5 2 19
6 90 94
7 17 82
8 94 125
9 50 207
10 61 173
11 40 128
12 95 110
13 44 314
14 86 251
15 82 313
16 90 394
17 47 404
18 11 505
19 83 114
20 86 474
21 77 216
22 31 257
23 23 409
24 42 450
25 9 183
26 5 378
27 97 538
28 99 454
29 50 471
30 70 574
31 93 756
32 6 454
33 51 416
34 67 772
35 30 247
36 86 222
37 81 645
38 61 550
39 82 307
40 5 94
41 92 308
42 71 945
43 85 91
44 63 842
45 38 655
46 20 968
47 78 375
48 56 582
49 56 1356
50 34 1043
51 60 1099
52 78 1085
53 38 1094
54 89 825
55 15 678
56 16 1360
57 98 1299
58 35 264
59 16 1307
60 3 923
